,Name,Url,County,Sites,Average_rent,Unnamed: 0,FullstreetAddress,Latitude,Longitude
236,Petoskey KOA,https://www.mhvillage.com/parks/105759, Emmet ,N/A,N/A,312,"1800 North Us 31, Petoskey, MI, 49770",45.39633,-84.89247
237,Harbor Springs Estates,https://www.mhvillage.com/parks/558, Emmet ,68,N/A,313,"629 East Lake Street, Harbor Springs, MI, 49740",45.544,-84.99149
238,Mountain View Estates,https://www.mhvillage.com/parks/15767, Otsego ,42,N/A,955,"2225 Center Street, Boyne Falls, MI, 49713",45.20527,-84.8555
239,Radio City Village,https://www.mhvillage.com/parks/15793, Emmet ,44,N/A,314,"1121 Lears Road, Petoskey, MI, 49770",45.34226,-84.9135
240,Chalet Estates,https://www.mhvillage.com/parks/15794, Emmet ,41,N/A,315,"5669 Pickerel Lake Road, Petoskey, MI, 49770",45.34226,-84.9135
241,Huron Estates,https://www.mhvillage.com/parks/15184, Wayne ,806,629,1170,"22000 Inkster Road, Romulus, MI, 48174",42.20291,-83.34416
242,Town & Country Mobile Home Park,https://www.mhvillage.com/parks/15775, Presque Isle ,N/A,N/A,982,"2653 Vanyea Road, Cheboygan, MI, 49721",45.5755,-84.46807
243,Indian River Mobile Home Park,https://www.mhvillage.com/parks/15771, Cheboygan ,N/A,N/A,217,"5144 South Straits Highway, Indian River, MI, 49749",45.4228,-84.56745
244,Indian Village Park,https://www.mhvillage.com/parks/15988, Cheboygan ,N/A,N/A,218,"4726 Lanai Drive, Indian River, MI, 49749",45.4228,-84.56745
245,Larry's Trailer Court,https://www.mhvillage.com/parks/15773, Presque Isle ,N/A,N/A,986,"10692 North Black River Road, Cheboygan, MI, 49721",45.5755,-84.46807
246,Conway Commons,https://www.mhvillage.com/parks/128334, Emmet ,90,1200,306,"2959 Oden Rd, Alanson, MI, 49706",45.42702,-84.85377
247,Conway Commons,https://www.mhvillage.com/parks/128334, Emmet ,90,1200,309,"8523 Park Way, Alanson, MI, 49706",45.44418,-84.78671
248,Alanson Estates Noble Homes,https://www.mhvillage.com/parks/15797, Emmet ,30,N/A,307,"6760 Us 31 North, Alanson, MI, 49706",45.4558,-84.78367
249,El Rancho Alanson RV Resort,https://www.mhvillage.com/parks/126084, Emmet ,137,N/A,311,"6712 San Juan, Alanson, MI, 49706",45.44001,-84.77692
250,Shady Grove Village,https://www.mhvillage.com/parks/15855, Presque Isle ,N/A,N/A,979,"4128 Michigan, Onaway, MI, 49765",45.34678,-84.25729
251,Lake Superior Estates,https://www.mhvillage.com/parks/15780, Luce ,225,N/A,640,"102 East 25th Avenue, Sault Sainte Marie, MI, 49783",46.4698,-84.34852
252,Blair Hastings Park Lake Superior State,https://www.mhvillage.com/parks/15779, Mackinac ,N/A,N/A,650,"1000 College Drive, Sault Sainte Marie, MI, 49783",46.37568,-84.30145
253,L & M Trailer Court,https://www.mhvillage.com/parks/550, Luce ,133,N/A,644,"1804 West 18th Street, Sault Sainte Marie, MI, 49783",46.48215,-84.40096
254,Riverside Mobile Home Village,https://www.mhvillage.com/parks/15777, Mackinac ,60,N/A,651,"2210 Riverside Drive, Sault Sainte Marie, MI, 49783",46.37568,-84.30145
255,Fornicola Trailer Park,https://www.mhvillage.com/parks/15778, Mackinac ,N/A,N/A,652,"2501 Ashmun Street, Sault Sainte Marie, MI, 49783",46.37568,-84.30145
257,Great Northern Mobile Home Park,https://www.mhvillage.com/parks/15824, Luce ,N/A,N/A,639,"M-28 Highway, Newberry, MI, 49868",46.45669,-85.41102
258,Meadows of Farwell,https://www.mhvillage.com/parks/15603, Clare ,48,340,232,"551 Grace Street, Farwell, MI, 48622",43.8212,-84.87874
259,Pleasant Valley Mobile Home Park,https://www.mhvillage.com/parks/15608, Clare ,N/A,362,233,"600 West 5th Street, Clare, MI, 48617",43.82236,-84.78176
260,Cedar Shores,https://www.mhvillage.com/parks/16059, Missaukee ,N/A,N/A,753,"5916 Cedar Shores, Harrison, MI, 48625",44.03111,-84.84619
261,Hidden Hill Family Campground,https://www.mhvillage.com/parks/15727, Missaukee ,55,N/A,754,"300 North Clare, Harrison, MI, 48625",44.03111,-84.84619
262,Harrison Estates,https://www.mhvillage.com/parks/15606, Missaukee ,50,N/A,755,"2600 Mostetler Road, Harrison, MI, 48625",44.03111,-84.84619
263,Beech Tree Estates,https://www.mhvillage.com/parks/16044, Clare ,N/A,N/A,237,"7413 North Nottawa Road, Farwell, MI, 48622",43.8212,-84.87874
264,Loomis Resort,https://www.mhvillage.com/parks/15605, Osceola ,N/A,N/A,929,"10585 Rock Road, Lake, MI, 48632",43.83909,-85.015
265,Luke's Trailer Park,https://www.mhvillage.com/parks/15607, Clare ,N/A,N/A,239,"705 S Rainbow Dr, Clare, MI, 48617",43.85808,-84.72783
266,Parkers Trailer Park,https://www.mhvillage.com/parks/15604, Missaukee ,N/A,N/A,761,"3100 Long Lake Road, Harrison, MI, 48625",44.03111,-84.84619
267,Ruby's Mobile Home Park,https://www.mhvillage.com/parks/15609, Clare ,N/A,N/A,241,"10600 South Clare Avenue, Clare, MI, 48617",43.85808,-84.72783
268,Withii Trailer Park,https://www.mhvillage.com/parks/15610, Missaukee ,N/A,N/A,763,"1820 Hampton Road, Harrison, MI, 48625",44.03111,-84.84619
269,King Arthur's Court,https://www.mhvillage.com/parks/15064, Clinton ,425,599,243,"2201 East State Road, Lansing, MI, 48906",42.78265,-84.57672
270,Capital Crossings,https://www.mhvillage.com/parks/34271, Clinton ,275,N/A,244,"13531 Declaration Court, Eagle, MI, 48822",42.83725,-84.75913
271,Cadgewith Farms,https://www.mhvillage.com/parks/15721, Clinton ,228,480,245,"2300 East State Road, Lansing, MI, 48906",42.78265,-84.57672
272,Valley Estates,https://www.mhvillage.com/parks/15101, Ingham ,148,310,435,"16751 Turner Road, Lansing, MI, 48906",42.77352,-84.551
273,The Meadows of St Johns,https://www.mhvillage.com/parks/15106, Clinton ,216,N/A,246,"2265 W Parks Rd - Lot #1, Saint Johns, MI, 48879",43.00047,-84.58266
274,Quiet Cove,https://www.mhvillage.com/parks/15408, Shiawassee ,43,N/A,1076,"12675 Colby Lake Road, Laingsburg, MI, 48848",42.87317,-84.38924
275,Kristana Mobile Home Park,https://www.mhvillage.com/parks/15213, Clinton ,165,396,248,"1110 East Coleman Road, Lansing, MI, 48906",42.78265,-84.57672
276,Maple Leaf Community,https://www.mhvillage.com/parks/32680, Shiawassee ,76,300,1082,"8701 East M-21, Ovid, MI, 48866",42.99048,-84.35524
277,Saint Johns Estates,https://www.mhvillage.com/parks/15105, Clinton ,112,N/A,251,"609 North Morton Street, Saint Johns, MI, 48879",43.00047,-84.58266
278,Moon Lake Mobile Home Park,https://www.mhvillage.com/parks/15325, Shiawassee ,92,N/A,1089,"12700 South Colby Lake Road, Laingsburg, MI, 48848",42.87317,-84.38924
279,Maple Valley Subdivision,https://www.mhvillage.com/parks/605, Shiawassee ,35,N/A,1090,"Meridian Road - Po Box 135, Ovid, MI, 48866",42.99048,-84.35524
280,Westphalia Mobile Home Court,https://www.mhvillage.com/parks/15216, Clinton ,8,N/A,254,"13606 Jason Rd, Westphalia, MI, 48894",42.91526,-84.79072
281,Park Lake Mobile Home Court,https://www.mhvillage.com/parks/15214, Clinton ,48,N/A,255,"6335 Park Lake Road, Bath, MI, 48808",42.82693,-84.44378
282,Crosswinds Mobile Home Park,https://www.mhvillage.com/parks/15212, Clinton ,90,N/A,256,"14073 South Us Highway 27, Dewitt, MI, 48820",42.81211,-84.54134
284,Hartwick Pines Mobile Home Estates,https://www.mhvillage.com/parks/15925, Oscoda ,52,N/A,933,"4869 Brighton Circle, Grayling, MI, 49738",44.71357,-84.65051
285,Grayling Mobile Home Estates,https://www.mhvillage.com/parks/15906, Oscoda ,163,N/A,937,"North Down River Road, Grayling, MI, 49738",44.71357,-84.65051
286,Timberly Village,https://www.mhvillage.com/parks/15783, Oscoda ,N/A,N/A,944,"243 Woodlawn Boulevard, Grayling, MI, 49738",44.71357,-84.65051
287,Aspen Village,https://www.mhvillage.com/parks/595, Otsego ,204,303,947,"204 Aspen Commons Drive, Gaylord, MI, 49735",44.99125,-84.6518
288,Nottingham Forest,https://www.mhvillage.com/parks/15851, Otsego ,74,480,948,"1665 West M-32, Gaylord, MI, 49735",44.99125,-84.6518
289,Sunset Estates of Gaylord LLC,https://www.mhvillage.com/parks/15853, Otsego ,20,550,949,"7346 Old 27 Hwy South, Vanderbilt, MI, 49795",44.9141,-84.69544
290,Higgins Lake East Campground and Mobile Home Park,https://www.mhvillage.com/parks/15860, Roscommon ,N/A,N/A,992,"2380 West Burdell Road, Roscommon, MI, 48653",44.48037,-84.61296
291,Higgins Lake Hide-a-way Mobile Home Park,https://www.mhvillage.com/parks/15857, Roscommon ,N/A,N/A,993,"6059 West Higgins Lake Drive, Higgins Lake, MI, 48627",44.46121,-84.7481
292,Log Haven Mobile Home Park,https://www.mhvillage.com/parks/15852, Otsego ,N/A,N/A,950,"273 Randolph Street, Gaylord, MI, 49735",44.99125,-84.6518
294,Wagon Wheel Estates,https://www.mhvillage.com/parks/15863, Roscommon ,N/A,N/A,999,"2720 West Higgins Lake Road, Roscommon, MI, 48653",44.48037,-84.61296
295,Woodland Estates,https://www.mhvillage.com/parks/345, Kalamazoo ,348,515,531,"4797 South 4th Street, Kalamazoo, MI, 49009",42.24645,-85.72582
296,Fair View Estates,https://www.mhvillage.com/parks/15785, Delta ,N/A,N/A,274,"1401 North 23rd Street, Escanaba, MI, 49829",45.76411,-87.07968
297,White Birch Village,https://www.mhvillage.com/parks/15789, Iron ,249,250,474,"W8079 S Us Hwy 2/141, Iron Mountain, MI, 49801",45.80907,-88.03536
298,Park Ridge,https://www.mhvillage.com/parks/15791, Iron ,94,N/A,475,"1300 Michigan Avenue, Office, Iron Mountain, MI, 49801",45.80987,-88.04959
299,Rivers Bend Mobile Park,https://www.mhvillage.com/parks/15792, Iron ,51,N/A,476,"N3905 Pine Mountain Rd, Iron Mountain, MI, 49801",45.94478,-87.96643
300,Keyes Lake Mobile Home Park,https://www.mhvillage.com/parks/127988, Iron ,N/A,N/A,477,"4909 John Bradley Lane, Florence, WI, 54121",45.90715,-88.30915
301,White Birch Trailer Court,https://www.mhvillage.com/parks/27193, Dickinson ,N/A,N/A,283,"W 11258 White Birch, Dunbar, WI, 54119",45.63086,-88.14059
302,Kensington Meadows,https://www.mhvillage.com/parks/15873, Ingham ,290,N/A,422,"4245 West Jolly Road, Lansing, MI, 48911",42.68314,-84.60191
303,Windsor Estates,https://www.mhvillage.com/parks/16025, Eaton ,470,390,287,"6661 Canal Road, Dimondale, MI, 48821",42.63992,-84.65103
304,Eaton Pine Village,https://www.mhvillage.com/parks/15956, Eaton ,147,396,285,"458 Eaton Pines Blvd, Eaton Rapids, MI, 48827",42.50937,-84.669
305,Butternut Creek,https://www.mhvillage.com/parks/27918, Eaton ,30,370,286,"801 Packard Highway, Charlotte, MI, 48813",42.56686,-84.819
306,Grand Ledge Ravines,https://www.mhvillage.com/parks/15217, Eaton ,218,363,288,"855 West Jefferson Street, Grand Ledge, MI, 48837",42.74847,-84.76911
307,Park Terrace MHC,https://www.mhvillage.com/parks/15226, Eaton ,158,N/A,289,"3435 West Saint Joseph Street, Lansing, MI, 48917",42.71887,-84.63234
308,Century Park,https://www.mhvillage.com/parks/15222, Eaton ,230,435,290,"215 North Canal Road, Lansing, MI, 48917",42.71887,-84.63234
309,Maple Knoll Mobile Home Community,https://www.mhvillage.com/parks/15241, Eaton ,49,385,291,"1716 E Lansing Road, Charlotte, MI, 48813",42.58416,-84.80285
310,Mill Pond an FR Community,https://www.mhvillage.com/parks/15076, Ingham ,356,435,431,"1500 Old Mill Lane, Lansing, MI, 48911",42.68109,-84.55825
311,Stonegate,https://www.mhvillage.com/parks/15109, Ingham ,278,N/A,432,"2700 Eaton Rapids, Lansing, MI, 48911",42.65876,-84.59355
312,Country Village,https://www.mhvillage.com/parks/15240, Eaton ,100,N/A,294,"7781 West Grand River Highway, Grand Ledge, MI, 48837",42.74847,-84.76911
313,Grand Oaks Village,https://www.mhvillage.com/parks/15061, Eaton ,168,N/A,295,"817 North Clinton Street, Grand Ledge, MI, 48837",42.74847,-84.76911
314,Hi-Way Mobile Haven,https://www.mhvillage.com/parks/15219, Eaton ,67,N/A,296,"2600 Lansing Road, Charlotte, MI, 48813",42.56686,-84.819
315,Independence Commons,https://www.mhvillage.com/parks/15911, Eaton ,340,N/A,297,"1776 Constitution Circle, Potterville, MI, 48876",42.6437,-84.73949
316,Meadows Mobile Home Park,https://www.mhvillage.com/parks/15660, Gratiot ,93,N/A,389,"411 South Grover Street, Alma, MI, 48801",43.37908,-84.65708
317,Valley Springs Mobile Home Park,https://www.mhvillage.com/parks/15220, Eaton ,81,350,299,"4723 Hartel Road, Potterville, MI, 48876",42.6437,-84.73949
318,Belle Vista Mobile Home Park,https://www.mhvillage.com/parks/21576, Eaton ,206,N/A,300,"509 Belle Vista Drive, Bellevue, MI, 49021",42.42874,-85.09764
319,Bellevue Mobile Home Park,https://www.mhvillage.com/parks/15519, Eaton ,76,N/A,301,"23951 15 Mile Road, Bellevue, MI, 49021",42.42874,-85.09764
320,Hickory Haven Mobile Home Park,https://www.mhvillage.com/parks/15218, Eaton ,27,N/A,302,"420 Haven Street, Eaton Rapids, MI, 48827",42.50937,-84.669
321,Lawrence Manor Mobile Home Park,https://www.mhvillage.com/parks/280, Eaton ,30,N/A,304,"629 West Lawrence Avenue, Charlotte, MI, 48813",42.56686,-84.819
322,Riverwood,https://www.mhvillage.com/parks/106664, Eaton ,N/A,N/A,305,"501 South Jefferson St, Bellevue, MI, 49021",42.44934,-85.01063
323,Pineview Estates,https://www.mhvillage.com/parks/15742, Genesee ,1011,400,316,"6152 N. Genesee Rd., Flint, MI, 48506",43.06496,-83.62216
324,Broadview Estates,https://www.mhvillage.com/parks/289, Genesee ,497,N/A,317,"4250 North State Road, Davison, MI, 48423",43.04208,-83.52223
325,Cider Mill Crossings,https://www.mhvillage.com/parks/34419, Genesee ,327,N/A,318,"9900 Townsquare Boulevard, Fenton, MI, 48430",42.77042,-83.74655
326,Maple Run,https://www.mhvillage.com/parks/15991, Genesee ,145,N/A,320,"2000 Maple Run Boulevard, Clio, MI, 48420",43.16502,-83.71659
327,Fisherman's Cove,https://www.mhvillage.com/parks/15532, Genesee ,162,N/A,321,"4441 Jena Lane, Flint, MI, 48507",42.95973,-83.7225
328,Pine Ridge,https://www.mhvillage.com/parks/15741, Genesee ,195,N/A,323,"9348 Silver Lake Road, Linden, MI, 48451",42.79415,-83.82942
329,Tyrone Woods Manufactured Home Community,https://www.mhvillage.com/parks/67222, Genesee ,403,450,325,"8378 Hogan Rd, Fenton, MI, 48430",42.77042,-83.74655
330,Creek Wood,https://www.mhvillage.com/parks/15970, Genesee ,336,N/A,326,"3440 Creekside Boulevard, Burton, MI, 48519",42.97788,-83.62682
331,Green Briar Community,https://www.mhvillage.com/parks/15968, Genesee ,345,350,342,"4070 Green Briar Boulevard, Burton, MI, 48529",42.97458,-83.66285
332,Timber Heights,https://www.mhvillage.com/parks/15924, Genesee ,221,N/A,328,"1168 N. Oak Rd., Davison, MI, 48423",43.0264,-83.49335
333,Hawaiian Gardens/Holly Village,https://www.mhvillage.com/parks/15549, Oakland ,233,N/A,895,"4261 Grange Hall Road Site 1B, Holly, MI, 48442",42.8111,-83.6147
335,Swartz Creek Estates,https://www.mhvillage.com/parks/15998, Genesee ,176,549,333,"73 Ashley Circle, Swartz Creek, MI, 48473",42.96219,-83.84656
337,Grand Blanc Crossing,https://www.mhvillage.com/parks/15910, Genesee ,478,N/A,335,"8225 Embury Road, Grand Blanc, MI, 48439",42.92103,-83.64743
338,Lake Fenton Estates,https://www.mhvillage.com/parks/37972, Genesee ,135,320,337,"11429 Harbor Cove Drive, Fenton, MI, 48430",42.85895,-83.71818
339,South Valley Estates,https://www.mhvillage.com/parks/437, Genesee ,116,305,339,"37 Bellwood Drive, Swartz Creek, MI, 48473",42.96076,-83.81032
340,Highlands Estates,https://www.mhvillage.com/parks/15370, Genesee ,635,437,340,"2197 East Mount Morris Road, Mount Morris, MI, 48458",43.12576,-83.68609
341,Flushing Estates,https://www.mhvillage.com/parks/313, Genesee ,279,N/A,343,"7416 Gillette Road, Flushing, MI, 48433",43.08096,-83.86068
342,Linden Place,https://www.mhvillage.com/parks/15333, Genesee ,162,N/A,344,"4192 South Linden Road, Flint, MI, 48507",42.96585,-83.77672
343,Swartz Creek Meadows,https://www.mhvillage.com/parks/359, Genesee ,584,412,345,"4101 Sheridan Road, Lennon, MI, 48449",42.99756,-83.94851
360,Marshall's Crossing,https://www.mhvillage.com/parks/16009, Saginaw ,200,375,1009,"12050 Trident Boulevard, Montrose, MI, 48457",43.21973,-83.93292
361,Meadowbrook Manor Estates,https://www.mhvillage.com/parks/300, Genesee ,401,370,341,"7280 West Mt. Morris Road, Flushing, MI, 48433",43.08096,-83.86068
377,Camelot Villa,https://www.mhvillage.com/parks/15094, Macomb ,712,N/A,661,"17111 Hall Road, Macomb, MI, 48044",42.62826,-82.95044
414,Cloverland Mobile Home Park,https://www.mhvillage.com/parks/15801, Ontonagon ,N/A,N/A,915,"601 Garvey Street, Ironwood, MI, 49938",46.48946,-90.204
415,Ironwood Estates Mobile Home Community,https://www.mhvillage.com/parks/111034, Ontonagon ,N/A,N/A,918,"N10356 Lake Rd, Ironwood, MI, 49938",46.47251,-90.15612
416,Kristella's Mobile Home Park,https://www.mhvillage.com/parks/15800, Ontonagon ,N/A,N/A,919,"402 Sunday Lake, Wakefield, MI, 49968",46.5147,-89.89452
418,Maple Grove of Mercer,https://www.mhvillage.com/parks/29108, Ontonagon ,28,250,912,"1998 W Green Meadows Lane, Mercer, WI, 54547",46.16688,-90.06327
419,Hidden Acres Mobile Park,https://www.mhvillage.com/parks/27038, Gogebic ,N/A,N/A,358,"Av10750 Madson Rd, Woodruff, WI, 54568",45.95527,-89.69507
420,Northland Mobile Homes,https://www.mhvillage.com/parks/36294, Gogebic ,55,N/A,359,"4251 Spruce Ln, Eagle River, WI, 54521",45.95139,-89.26006
421,Tuscobia Terrace Estates,https://www.mhvillage.com/parks/27293, Gogebic ,24,N/A,360,"100 7th Ave S, Park Falls, WI, 54552",45.93374,-90.45693
422,Evergreen Estates,https://www.mhvillage.com/parks/15639, Tuscola ,92,319,1094,"2115 East Evergreen Dr., Caro, MI, 48723",43.49228,-83.38507
423,Kathan Lake Estates,https://www.mhvillage.com/parks/78529, Gogebic ,12,N/A,362,"8595 Peninsula Road, Eagle River, WI, 54521",45.95139,-89.26006
424,Cloverland Construction Inc,https://www.mhvillage.com/parks/26965, Gogebic ,N/A,N/A,363,"4935 State Highway 70 W, Eagle River, WI, 54521",45.95139,-89.26006
425,Eagle River Mobile Home Park,https://www.mhvillage.com/parks/27107, Gogebic ,N/A,N/A,364,"2030 Us Highway 45 North, Eagle River, WI, 54521",45.95114,-89.23996
426,Eagles Landing,https://www.mhvillage.com/parks/102825, Ontonagon ,N/A,N/A,916,"6888 Helen Creek Road, Land O Lakes, WI, 54540",46.15513,-89.35823
427,Pipers Mobile Village,https://www.mhvillage.com/parks/573, Ontonagon ,N/A,N/A,911,"Trailer Court Road, White Pine, MI, 49971",46.72666,-89.54651
428,King's Court,https://www.mhvillage.com/parks/521, Leelanau ,639,N/A,586,"1585 Ray Blvd., Traverse City, MI, 49686",44.72831,-85.60562
429,Cherrywood Village Farms,https://www.mhvillage.com/parks/15884, Wexford ,193,210,1187,"2451 M-113 East, Kingsley, MI, 49649",44.56662,-85.53485
430,Timber Ridge,https://www.mhvillage.com/parks/127472, Leelanau ,31,358,595,"4050 E Hammond Rd, Traverse City, MI, 49686",44.71424,-85.49447
431,Evergreen Village,https://www.mhvillage.com/parks/15580, Gratiot ,183,N/A,384,"21 Evergreen Drive, Saint Louis, MI, 48880",43.39773,-84.62352
432,Alma Mobile Home Park,https://www.mhvillage.com/parks/15659, Gratiot ,46,N/A,382,"315 Linwood Avenue, Alma, MI, 48801",43.37808,-84.63972
433,Breckenridge Mobile Home Park,https://www.mhvillage.com/parks/15658, Gratiot ,46,N/A,383,"452 Elm Street, Breckenridge, MI, 48615",43.43056,-84.46877
434,Nesen's Countryside Park,https://www.mhvillage.com/parks/15948, Gratiot ,77,300,385,"600 Cheesman Road, Saint Louis, MI, 48880",43.45166,-84.56312
435,Scotsdale Estates,https://www.mhvillage.com/parks/519, Gratiot ,189,427,386,"3382 Alma Drive, Alma, MI, 48801",43.37908,-84.65708
436,Timber Country MHP,https://www.mhvillage.com/parks/15662, Gratiot ,32,N/A,387,"10401 West Monroe Road, Elwell, MI, 48832",43.40705,-84.81317
437,Meadow Lane Estates,https://www.mhvillage.com/parks/15661, Gratiot ,128,N/A,388,"401 South Saint Johns Street, Ithaca, MI, 48847",43.27706,-84.56826
438,Woodcrest Mobile Home Park,https://www.mhvillage.com/parks/15663, Gratiot ,34,N/A,390,"953 East Monroe Road, Saint Louis, MI, 48880",43.45166,-84.56312
439,Riley's Mobile Home Court,https://www.mhvillage.com/parks/15665, Hillsdale ,50,325,391,"3700 North Hillsdale Road, Hillsdale, MI, 49242",41.86512,-84.60385
440,Hillsdale,https://www.mhvillage.com/parks/475, Hillsdale ,170,N/A,393,"2856 Carleton Road, Hillsdale, MI, 49242",41.93985,-84.64735
441,Hillside Acres MHC,https://www.mhvillage.com/parks/494, Hillsdale ,42,250,394,"5200 Bankers Road, Reading, MI, 49274",41.84686,-84.7284
442,Somerset Centre Estates,https://www.mhvillage.com/parks/496, Hillsdale ,310,365,395,"12851 East Chicago Road, Somerset Center, MI, 49282",42.0406,-84.39641
443,Southern Belle Mobile Community,https://www.mhvillage.com/parks/37607, Hillsdale ,14,185,396,"2722 West Card Road, Hillsdale, MI, 49242",41.86512,-84.60385
444,West Village Mobile Home Park,https://www.mhvillage.com/parks/37796, Hillsdale ,16,N/A,397,"8800 Market Street, Pittsford, MI, 49271",41.85495,-84.45733
445,Saint Joe Mobile Park,https://www.mhvillage.com/parks/15664, Hillsdale ,12,N/A,398,"310 West Saint Joe Street, Litchfield, MI, 49252",42.02898,-84.75346
446,Ramblewood Mobile Home Park,https://www.mhvillage.com/parks/15666, Hillsdale ,30,N/A,399,"4091 State Road, Hillsdale, MI, 49242",41.86512,-84.60385
447,Bayside Estates,https://www.mhvillage.com/parks/561, Huron ,74,266,407,"2420 Pinetree Drive, Sebewaing, MI, 48759",43.73981,-83.39244
448,Clarkston Riverview Mobile Court,https://www.mhvillage.com/parks/566, Huron ,36,250,408,"4599 Pigeon Road, Elkton, MI, 48731",43.83306,-83.16145
449,Huron Estates Mobile Home Village,https://www.mhvillage.com/parks/15811, Huron ,50,315,409,"163 Nelson Street, Harbor Beach, MI, 48441",43.80169,-82.73358
450,Misty Meadows,https://www.mhvillage.com/parks/559, Huron ,27,N/A,410,"1723 South Vandyke, Bad Axe, MI, 48413",43.7882,-83.06817
451,Port Austin Estates,https://www.mhvillage.com/parks/15814, Huron ,36,N/A,411,"M 25 & Larned Road Box 250, Port Austin, MI, 48467",44.00348,-82.96883
452,Summerwood Estates,https://www.mhvillage.com/parks/564, Huron ,80,N/A,412,"162 Charlotte Street, Bad Axe, MI, 48413",43.78782,-82.99111
453,Clarkson Pines Mobile Home Village,https://www.mhvillage.com/parks/15810, Huron ,N/A,N/A,413,"865 South Vandyke Road, Bad Axe, MI, 48413",43.80155,-83.01907
454,Mel-O-Day Acres Mobile Home Park,https://www.mhvillage.com/parks/15807, Huron ,40,N/A,414,"3193 Port Austin Road, Port Austin, MI, 48467",44.00348,-82.96883
455,Whalen's Grindstone Park,https://www.mhvillage.com/parks/16049, Huron ,34,N/A,415,"3373 Pointe Aux Barques, Port Austin, MI, 48467",44.00348,-82.96883
456,Sand Point Corners,https://www.mhvillage.com/parks/15812, Huron ,N/A,N/A,416,"7910 Port Austin Road, Pigeon, MI, 48755",43.83991,-83.30276
457,Caseville County Park,https://www.mhvillage.com/parks/16001, Huron ,N/A,N/A,417,"6400 Main Street, Caseville, MI, 48725",43.94751,-83.2214
458,Caseville Resort and Marina,https://www.mhvillage.com/parks/106402, Huron ,N/A,N/A,418,"6450 Riverside Dr, Caseville, MI, 48725",43.9441,-83.26923
459,Charlie's Place,https://www.mhvillage.com/parks/15809, Huron ,N/A,N/A,419,"11860 Kilmanagh Road, Sebewaing, MI, 48759",43.73981,-83.39244
460,Farmers Mobile Park,https://www.mhvillage.com/parks/15808, Huron ,N/A,N/A,420,"6351 Main Street, Caseville, MI, 48725",43.94751,-83.2214
461,Oak Grove,https://www.mhvillage.com/parks/54393, Huron ,N/A,N/A,421,"3341 Port Austin Road, Port Austin, MI, 48467",44.00348,-82.96883
462,Hamlin,https://www.mhvillage.com/parks/15107, Ingham ,209,N/A,423,"5325 Van Orden Road, Webberville, MI, 48892",42.63604,-84.15417
463,Mason Manor,https://www.mhvillage.com/parks/275, Ingham ,269,355,427,"2179 Hull Road, Mason, MI, 48854",42.58138,-84.46032
464,Oak Island Village,https://www.mhvillage.com/parks/15714, Ingham ,250,420,424,"16430  Park Lake Road, East Lansing, MI, 48823",42.76324,-84.43861
465,Leslie Estates,https://www.mhvillage.com/parks/15231, Ingham ,78,N/A,426,"714 Mill Street, Leslie, MI, 49251",42.46997,-84.41181
466,Sycamore Village,https://www.mhvillage.com/parks/233, Ingham ,396,428,425,"900 West Columbia Road, Mason, MI, 48854",42.58138,-84.46032
467,Dutch Hills,https://www.mhvillage.com/parks/277, Ingham ,278,428,428,"16400 Upton Road, East Lansing, MI, 48823",42.76324,-84.43861
468,Village Square ,https://www.mhvillage.com/parks/15229, Ingham ,100,N/A,429,"875 West Grand River Avenue, Williamston, MI, 48895",42.68861,-84.26846
469,Delhi Manor,https://www.mhvillage.com/parks/15050, Ingham ,286,382,430,"4075 East Holt Road, Holt, MI, 48842",42.64033,-84.50636
470,Valley Brook Mobile Home Estates,https://www.mhvillage.com/parks/15228, Ingham ,51,N/A,433,"1560 North Eifert Road, Holt, MI, 48842",42.63978,-84.5433
471,Falcon Pointe,https://www.mhvillage.com/parks/32341, Ingham ,244,N/A,434,"555 Quarterhorse Road, East Lansing, MI, 48823",42.76324,-84.43861
472,"Webbervilla, LLC",https://www.mhvillage.com/parks/15232, Ingham ,174,N/A,436,"400 West Grand River Avenue, Webberville, MI, 48892",42.64479,-84.17841
473,Williamston Lakes,https://www.mhvillage.com/parks/15913, Ingham ,71,425,437,"2300 East Grand River, Williamston, MI, 48895",42.68861,-84.26846
474,Windmill Park,https://www.mhvillage.com/parks/15110, Ingham ,484,390,438,"1433 Eifert Road, Holt, MI, 48842",42.63978,-84.5433
475,Willow Village Mobile Home Park,https://www.mhvillage.com/parks/15533, Ingham ,45,N/A,439,"2445 East Grand River, Williamston, MI, 48895",42.68861,-84.26846
476,Knolls Of Hamlin,https://www.mhvillage.com/parks/37739, Ingham ,23,N/A,440,"5247 Van Orden, Webberville, MI, 48892",42.64479,-84.17841
477,Sunset Mobile Home Park,https://www.mhvillage.com/parks/15648, Sanilac ,105,295,1071,"854 West Sanilac Road, Sandusky, MI, 48471",43.43036,-82.86887
478,Country Manor Mobile Home Park,https://www.mhvillage.com/parks/15224, Ingham ,39,N/A,442,"4400 Edgar Road, Leslie, MI, 49251",42.46997,-84.41181
479,Winslow's Mobile Home Terrace,https://www.mhvillage.com/parks/15230, Ingham ,72,N/A,443,"734 West Grand River Avenue, Okemos, MI, 48864",42.70499,-84.40207
480,Sherwood Forest Manufactured Home Community,https://www.mhvillage.com/parks/15874, Ionia ,240,N/A,444,"1133 Yeomans Street, Ionia, MI, 48846",42.98037,-85.08586
